year	component	emission	sector	value	unit
2012	total_footprint	CO2	Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services	214.48801115367044	kt
2012	total_footprint	CO2	Constructions and construction works	9077.504848226972	kt
2012	total_footprint	CO2	Wholesale and retail trade and repair services of motor vehicles and motorcycles	1077.0116732963875	kt
2012	total_footprint	CO2	Wholesale trade services, except of motor vehicles and motorcycles	1530.117883554902	kt
2012	total_footprint	CO2	Retail trade services, except of motor vehicles and motorcycles	912.3047547391474	kt
2012	total_footprint	CO2	Land transport services and transport services via pipelines	1301.896248618941	kt
2012	total_footprint	CO2	Water transport services	2161.717322845216	kt
2012	total_footprint	CO2	Air transport services	1951.7881225400422	kt
2012	total_footprint	CO2	Warehousing and support services for transportation	1233.0795885929692	kt
2012	total_footprint	CO2	Postal and courier services	102.49037980954674	kt
2012	total_footprint	CO2	Accommodation and food services	2888.8678960592456	kt
2012	total_footprint	CO2	Publishing services	190.8325756205938	kt
2012	total_footprint	CO2	Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services	216.6486685628939	kt
2012	total_footprint	CO2	Telecommunications services	342.6087917900128	kt
2012	total_footprint	CO2	Computer programming, consultancy and related services; information services	451.23112977135247	kt
2012	total_footprint	CO2	Financial services, except insurance and pension funding	208.19983407493106	kt
2012	total_footprint	CO2	Insurance, reinsurance and pension funding services, except compulsory social security	103.16294812505267	kt
2012	total_footprint	CO2	Services auxiliary to financial services and insurance services	42.429284647782204	kt
2012	total_footprint	CO2	Real estate services (excluding imputed rents)	520.7815420139879	kt
2012	total_footprint	CO2	Imputed rents of owner-occupied dwellings	1220.4540349565555	kt
2012	total_footprint	CO2	Legal and accounting services; services of head offices; management consulting services	667.9512773498691	kt
2012	total_footprint	CO2	Architectural and engineering services; technical testing and analysis services	1615.9139199281233	kt
2012	total_footprint	CO2	Scientific research and development services	296.7929290255556	kt
2012	total_footprint	CO2	Advertising and market research services	1.6272504858530186	kt
2012	total_footprint	CO2	Other professional, scientific and technical services; veterinary services	66.5858922727281	kt
2012	total_footprint	CO2	Rental and leasing services	132.1904235817672	kt
2012	total_footprint	CO2	Employment services	88.63239993922883	kt
2012	total_footprint	CO2	Travel agency, tour operator and other reservation services and related services	1239.1528352882758	kt
2012	total_footprint	CO2	Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services	97.4437095807443	kt
2012	total_footprint	CO2	Public administration and defence services; compulsory social security services	2411.460010588675	kt
2012	total_footprint	CO2	Education services	838.6158399513472	kt
2012	total_footprint	CO2	Human health services	1454.4335699723056	kt
2012	total_footprint	CO2	Social work services	953.8986236267218	kt
2012	total_footprint	CO2	Creative, arts and entertainment services; library, archive, museum and other cultural services; gambling and betting services	510.04768796743684	kt
2012	total_footprint	CO2	Sporting services and amusement and recreation services	255.07896284891174	kt
2012	total_footprint	CO2	Services furnished by membership organisations	292.18027363114425	kt
2012	total_footprint	CO2	Repair services of computers and personal and household goods	8.69899486223282	kt
2012	total_footprint	CO2	Other personal services	167.06369365199782	kt
2012	total_footprint	CO2	Services of households as employers; undifferentiated goods and services produced by households for own use	1.0688186	kt
2012	total_footprint	CO2	Services provided by extraterritorial organisations and bodies	0.0	kt
2012	total_footprint	CH4	Products of agriculture, hunting and related services	30734.567829628344	t
2012	total_footprint	CH4	Products of forestry, logging and related services	73.9206032771841	t
2012	total_footprint	CH4	Fish and other fishing products; aquaculture products; support services to fishing	3487.820614160837	t
2012	total_footprint	CH4	Mining and quarrying	17992.35828571004	t
2012	total_footprint	CH4	Food products, beverages and tobacco products	86066.24405118171	t
2012	total_footprint	CH4	Textiles, wearing apparel and leather products	26104.910270782548	t
2012	total_footprint	CH4	Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials	562.9008867111695	t
2012	total_footprint	CH4	Paper and paper products	1749.3680664671201	t
2012	total_footprint	CH4	Printing and recording services	23.610509762478706	t
2012	total_footprint	CH4	Coke and refined petroleum products	0.0	t
2012	total_footprint	CH4	Chemicals and chemical products	0.0	t
2012	total_footprint	CH4	Basic pharmaceutical products and pharmaceutical preparations	44899.688058874686	t
2012	total_footprint	CH4	Rubber and plastics products	1745.080258315174	t
2012	total_footprint	CH4	Other non-metallic mineral products	1741.318622757684	t
2012	total_footprint	CH4	Basic metals	2371.8851714857806	t
2012	total_footprint	CH4	Fabricated metal products, except machinery and equipment	3281.043353525231	t
2012	total_footprint	CH4	Computer, electronic and optical products	18612.735005446248	t
2012	total_footprint	CH4	Electrical equipment	11428.00124905749	t
2012	total_footprint	CH4	Machinery and equipment n.e.c.	8776.087405627892	t
2012	total_footprint	CH4	Motor vehicles, trailers and semi-trailers	12216.10149930838	t
2012	total_footprint	CH4	Other transport equipment	21293.860725259445	t
2012	total_footprint	CH4	Furniture; other manufactured goods	15750.546820334095	t
2012	total_footprint	CH4	Repair and installation services of machinery and equipment	1556.6522621254321	t
2012	total_footprint	CH4	Electricity, gas, steam and air-conditioning	2429.4075962021902	t
2012	total_footprint	CH4	Natural water; water treatment and supply services	590.6575606948093	t
2012	total_footprint	CH4	Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services	15426.863945433382	t
2012	total_footprint	CH4	Constructions and construction works	57088.28401053545	t
2012	total_footprint	CH4	Wholesale and retail trade and repair services of motor vehicles and motorcycles	8055.9372658122975	t
2012	total_footprint	CH4	Wholesale trade services, except of motor vehicles and motorcycles	11813.316089274302	t
2012	total_footprint	CH4	Retail trade services, except of motor vehicles and motorcycles	7185.36188487126	t
2012	total_footprint	CH4	Land transport services and transport services via pipelines	4175.559102579898	t
2012	total_footprint	CH4	Water transport services	4626.797436205387	t
2012	total_footprint	CH4	Air transport services	8125.647241689999	t
2012	total_footprint	CH4	Warehousing and support services for transportation	9110.222643650697	t
2012	total_footprint	CH4	Postal and courier services	540.1695123020357	t
2012	total_footprint	CH4	Accommodation and food services	40002.2106442826	t
2012	total_footprint	CH4	Publishing services	1544.5121492615872	t
2012	total_footprint	CH4	Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services	1710.2043519571425	t
2012	total_footprint	CH4	Telecommunications services	2491.613165502319	t
2012	total_footprint	CH4	Computer programming, consultancy and related services; information services	3813.3099997294685	t
2012	total_footprint	CH4	Financial services, except insurance and pension funding	1604.2968513643664	t
2012	total_footprint	CH4	Insurance, reinsurance and pension funding services, except compulsory social security	836.5263814408427	t
2012	total_footprint	CH4	Services auxiliary to financial services and insurance services	341.2710967429483	t
2012	total_footprint	CH4	Real estate services (excluding imputed rents)	5404.022657742472	t
2012	total_footprint	CH4	Imputed rents of owner-occupied dwellings	7499.2169294597115	t
2012	total_footprint	CH4	Legal and accounting services; services of head offices; management consulting services	5649.801031154916	t
2012	total_footprint	CH4	Architectural and engineering services; technical testing and analysis services	11797.048572199175	t
2012	total_footprint	CH4	Scientific research and development services	3018.36717127418	t
2012	total_footprint	CH4	Advertising and market research services	12.299465610508108	t
2012	total_footprint	CH4	Other professional, scientific and technical services; veterinary services	568.0730055001683	t
2012	total_footprint	CH4	Rental and leasing services	972.4783679377504	t
2012	total_footprint	CH4	Employment services	783.7555986701778	t
2012	total_footprint	CH4	Travel agency, tour operator and other reservation services and related services	7297.095154517804	t
2012	total_footprint	CH4	Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services	811.8084816931996	t
2012	total_footprint	CH4	Public administration and defence services; compulsory social security services	16167.277383620403	t
2012	total_footprint	CH4	Education services	6757.331055979012	t
2012	total_footprint	CH4	Human health services	15448.404643702237	t
2012	total_footprint	CH4	Social work services	9069.981775946988	t
2012	total_footprint	CH4	Creative, arts and entertainment services; library, archive, museum and other cultural services; gambling and betting services	4179.895388878818	t
2012	total_footprint	CH4	Sporting services and amusement and recreation services	2036.6277274915742	t
2012	total_footprint	CH4	Services furnished by membership organisations	2409.545744593364	t
2012	total_footprint	CH4	Repair services of computers and personal and household goods	61.47114666420444	t
2012	total_footprint	CH4	Other personal services	1122.745519125553	t
2012	total_footprint	CH4	Services of households as employers; undifferentiated goods and services produced by households for own use	0.1313812	t
2012	total_footprint	CH4	Services provided by extraterritorial organisations and bodies	0.0	t
2012	total_footprint	N2O	Products of agriculture, hunting and related services	2410.9714465305688	t
2012	total_footprint	N2O	Products of forestry, logging and related services	1.7624925395525721	t
2012	total_footprint	N2O	Fish and other fishing products; aquaculture products; support services to fishing	134.5754025179461	t
2012	total_footprint	N2O	Mining and quarrying	95.63068717111449	t
2012	total_footprint	N2O	Food products, beverages and tobacco products	4688.124660414821	t
2012	total_footprint	N2O	Textiles, wearing apparel and leather products	596.2547535895725	t
2012	total_footprint	N2O	Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials	8.831074058984315	t
2012	total_footprint	N2O	Paper and paper products	32.68855747122931	t
2012	total_footprint	N2O	Printing and recording services	0.3301637273185817	t
2012	total_footprint	N2O	Coke and refined petroleum products	0.0	t
2012	total_footprint	N2O	Chemicals and chemical products	0.0	t
2012	total_footprint	N2O	Basic pharmaceutical products and pharmaceutical preparations	623.4085488338399	t
2012	total_footprint	N2O	Rubber and plastics products	18.69334865638564	t
2012	total_footprint	N2O	Other non-metallic mineral products	19.297226173371474	t
2012	total_footprint	N2O	Basic metals	16.117769615397407	t
2012	total_footprint	N2O	Fabricated metal products, except machinery and equipment	31.418759100995914	t
2012	total_footprint	N2O	Computer, electronic and optical products	213.08755780689012	t
2012	total_footprint	N2O	Electrical equipment	92.35040678541108	t
2012	total_footprint	N2O	Machinery and equipment n.e.c.	100.4951422307418	t
2012	total_footprint	N2O	Motor vehicles, trailers and semi-trailers	136.03078219483166	t
2012	total_footprint	N2O	Other transport equipment	228.90356984356916	t
2012	total_footprint	N2O	Furniture; other manufactured goods	259.96862563105526	t
2012	total_footprint	N2O	Repair and installation services of machinery and equipment	19.04267386990021	t
2012	total_footprint	N2O	Electricity, gas, steam and air-conditioning	47.38168112255566	t
2012	total_footprint	N2O	Natural water; water treatment and supply services	7.030174784535413	t
2012	total_footprint	N2O	Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services	48.40494208744972	t
2012	total_footprint	N2O	Constructions and construction works	847.3244356008024	t
2012	total_footprint	N2O	Wholesale and retail trade and repair services of motor vehicles and motorcycles	99.14275565760485	t
2012	total_footprint	N2O	Wholesale trade services, except of motor vehicles and motorcycles	163.92436237043714	t
2012	total_footprint	N2O	Retail trade services, except of motor vehicles and motorcycles	97.6826891460045	t
2012	total_footprint	N2O	Land transport services and transport services via pipelines	78.70272259283074	t
2012	total_footprint	N2O	Water transport services	99.85027943666233	t
2012	total_footprint	N2O	Air transport services	81.83428928802522	t
2012	total_footprint	N2O	Warehousing and support services for transportation	96.48057516451628	t
2012	total_footprint	N2O	Postal and courier services	8.432757983723956	t
2012	total_footprint	N2O	Accommodation and food services	1802.8600640098605	t
2012	total_footprint	N2O	Publishing services	26.116185763124108	t
2012	total_footprint	N2O	Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services	24.80654394013858	t
2012	total_footprint	N2O	Telecommunications services	41.632298753201084	t
2012	total_footprint	N2O	Computer programming, consultancy and related services; information services	60.63957671364171	t
2012	total_footprint	N2O	Financial services, except insurance and pension funding	26.993877707080884	t
2012	total_footprint	N2O	Insurance, reinsurance and pension funding services, except compulsory social security	15.008633725911281	t
2012	total_footprint	N2O	Services auxiliary to financial services and insurance services	5.777413667758894	t
2012	total_footprint	N2O	Real estate services (excluding imputed rents)	58.109999876873616	t
2012	total_footprint	N2O	Imputed rents of owner-occupied dwellings	112.88544510243307	t
2012	total_footprint	N2O	Legal and accounting services; services of head offices; management consulting services	104.6938534113292	t
2012	total_footprint	N2O	Architectural and engineering services; technical testing and analysis services	174.96608278271884	t
2012	total_footprint	N2O	Scientific research and development services	55.41143405278187	t
2012	total_footprint	N2O	Advertising and market research services	0.20018687672973906	t
